# Program:featureCounts v2.0.2; Command:"featureCounts" "-T" "10" "-a" "/scratch_tmp/grp/msc_appbio/group10/ref_genome/GCF_000146045.2/genomic.gtf" "-o" "/scratch_tmp/grp/msc_appbio/group10/outputs/featureCounts/all_samples_gene_counts.txt" "-t" "exon" "-g" "gene_id" "-p" "-B" "--countReadPairs" "/scratch_tmp/grp/msc_appbio/group10/outputs/SRR11318268_Aligned.sortedByCoord.out.bam" "/scratch_tmp/grp/msc_appbio/group10/outputs/SRR11318269_Aligned.sortedByCoord.out.bam" "/scratch_tmp/grp/msc_appbio/group10/outputs/SRR11318270_Aligned.sortedByCoord.out.bam" "/scratch_tmp/grp/msc_appbio/group10/outputs/SRR11318271_Aligned.sortedByCoord.out.bam" 
Geneid	Chr	Start	End	Strand	Length	/scratch_tmp/grp/msc_appbio/group10/outputs/SRR11318268_Aligned.sortedByCoord.out.bam	/scratch_tmp/grp/msc_appbio/group10/outputs/SRR11318269_Aligned.sortedByCoord.out.bam	/scratch_tmp/grp/msc_appbio/group10/outputs/SRR11318270_Aligned.sortedByCoord.out.bam	/scratch_tmp/grp/msc_appbio/group10/outputs/SRR11318271_Aligned.sortedByCoord.out.bam
YBR118W	NC_001134.8	477671	479047	+	1377	80213	93515	80608	67886
YBR119W	NC_001134.8;NC_001134.8	479338;479435	479345;480323	+;+	897	2571	2762	2020	2216
YBR120C	NC_001134.8	480435	480923	-	489	1539	1481	1289	1924
YBR121C	NC_001134.8	481364	483367	-	2004	7425	8317	7536	8975
YBR122C	NC_001134.8	483970	484503	-	534	3283	3668	2931	4379
YBR123C	NC_001134.8	484742	486691	-	1950	1894	1932	1869	1579
YBR125C	NC_001134.8	487199	488380	-	1182	2121	2318	1946	2192
YBR126C	NC_001134.8	488905	490392	-	1488	14359	13583	18944	12453
YBR126W-A	NC_001134.8	490850	491056	+	207	2771	3196	2480	3573
YBR127C	NC_001134.8	491269	492822	-	1554	14460	14743	16425	12472
YBR128C	NC_001134.8	493081	494115	-	1035	921	913	986	861
YBR129C	NC_001134.8	494353	495339	-	987	3504	2708	3278	4122
YBR130C	NC_001134.8	495592	496869	-	1278	918	1061	969	1030
YBR131W	NC_001134.8	497163	499277	+	2115	862	791	763	676
YBR132C	NC_001134.8	499652	501442	-	1791	2188	2328	2495	2707
YBR133C	NC_001134.8	501804	504287	-	2484	1779	2077	1976	1781
YBR135W	NC_001134.8	504854	505306	+	453	1869	2097	1727	1700
YBR136W	NC_001134.8	505668	512774	+	7107	1667	1651	1427	1256
YBR137W	NC_001134.8	513044	513583	+	540	3200	3449	2709	3317
YBR138C	NC_001134.8	513762	515336	-	1575	1381	1272	1274	1099
YBR139W	NC_001134.8	515664	517190	+	1527	6893	6311	7657	5834
YBR140C	NC_001134.8	517350	526628	-	9279	5861	5995	6636	5997
YBR141C	NC_001134.8	527025	528038	-	1014	819	842	831	886
YBR142W	NC_001134.8	528317	530638	+	2322	1812	2038	1655	2023
YBR143C	NC_001134.8	530869	532182	-	1314	6919	7154	6812	7651
YBR144C	NC_001134.8	533235	533549	-	315	37	30	35	35
YBR145W	NC_001134.8	533762	534817	+	1056	2350	2351	1460	1564
YBR146W	NC_001134.8	535260	536096	+	837	3721	4105	3733	5572
YBR147W	NC_001134.8	536575	537465	+	891	3760	2878	3593	2729
YBR148W	NC_001134.8	537876	539705	+	1830	475	508	549	670
YBR149W	NC_001134.8	539987	541021	+	1035	18622	18194	21899	18238
YBR150C	NC_001134.8	541209	544493	-	3285	3100	2825	2791	2144
YBR151W	NC_001134.8	545028	545978	+	951	6900	6860	5942	6972
YBR152W	NC_001134.8	546376	547251	+	876	615	684	604	549
YBR153W	NC_001134.8	547460	548194	+	735	1200	1383	1381	1697
YBR154C	NC_001134.8	548362	549009	-	648	3244	3490	3173	4936
YBR155W	NC_001134.8	549771	550928	+	1158	2110	2420	2044	2590
YBR156C	NC_001134.8	551104	553200	-	2097	775	805	597	563
YBR157C	NC_001134.8	553543	554310	-	768	7221	6731	4829	4130
YBR158W	NC_001134.8	556549	558198	+	1650	6753	9653	14891	27215
YBR159W	NC_001134.8	558685	559728	+	1044	3784	3231	3306	4365
YBR160W	NC_001134.8	560078	560974	+	897	2983	2894	2513	2295
YBR161W	NC_001134.8	561634	562764	+	1131	1380	1440	1150	1238
YBR162C	NC_001134.8	563203	564570	-	1368	6366	9330	12817	22680
YBR162W-A	NC_001134.8	565231	565428	+	198	3078	3578	3244	7520
YBR163W	NC_001134.8	565723	567480	+	1758	1650	1934	1463	1507
YBR164C	NC_001134.8	567875	568426	-	552	2877	2559	2158	3895
YBR165W	NC_001134.8	568852	569685	+	834	2550	2276	1888	1992
YBR166C	NC_001134.8	569842	571200	-	1359	2364	2503	2105	2761
YBR167C	NC_001134.8	571468	571890	-	423	1919	1684	1278	1480
YBR168W	NC_001134.8	572371	573612	+	1242	2213	2058	2037	2183
YBR169C	NC_001134.8	573915	575996	-	2082	25948	28154	24578	18285
YBR170C	NC_001134.8	576344	578086	-	1743	4359	4665	4303	3946
YBR171W	NC_001134.8	578364	578984	+	621	3372	3221	2843	3954
YBR172C	NC_001134.8	579150	581372	-	2223	2553	2868	2658	2597
YBR173C	NC_001134.8	581726	582172	-	447	8696	8896	9618	9894
YBR175W	NC_001134.8	582408	583355	+	948	1246	1151	1168	1791
YBR176W	NC_001134.8	583720	584658	+	939	1195	1318	1007	1478
YBR177C	NC_001134.8	584807	586162	-	1356	2194	2408	2896	3449
YBR179C	NC_001134.8	586547	589114	-	2568	4365	4386	4810	3956
YBR180W	NC_001134.8	589741	591459	+	1719	433	424	356	365
YBR181C	NC_001134.8;NC_001134.8	591712;592769	592416;592774	-;-	711	10485	11757	10878	16517
YBR182C	NC_001134.8	593506	594864	-	1359	866	1021	774	963
YBR182C-A	NC_001134.8	595361	595555	-	195	39	36	29	59
YBR183W	NC_001134.8	596115	597065	+	951	1466	1346	2120	2052
YBR184W	NC_001134.8	597363	598934	+	1572	800	622	660	854
YBR185C	NC_001134.8	599123	599959	-	837	1668	1877	1650	3002
YBR186W	NC_001134.8;NC_001134.8	600553;602217	602103;602360	+;+	1695	1036	1108	943	805
YBR187W	NC_001134.8	602634	603476	+	843	2686	2719	2574	3589
YBR188C	NC_001134.8	603685	604107	-	423	1098	1187	1083	1535
YBR189W	NC_001134.8;NC_001134.8	604508;604928	604514;605508	+;+	588	11887	14231	14291	22624
YBR191W	NC_001134.8;NC_001134.8	606270;606669	606280;607140	+;+	483	10990	12955	13555	23078
YBR192W	NC_001134.8	607652	608785	+	1134	1827	1970	1702	2363
YBR193C	NC_001134.8	609082	609753	-	672	1625	1739	1566	1451
YBR194W	NC_001134.8	610038	610409	+	372	1158	1010	912	1304
YBR195C	NC_001134.8	610614	611882	-	1269	1623	1771	1494	1596
YBR196C	NC_001134.8	612236	613900	-	1665	44921	48288	46920	35316
YBR196C-A	NC_001134.8	614024	614173	-	150	106	121	125	69
YBR196C-B	NC_001134.8	614526	614630	-	105	249	239	186	144
YBR197C	NC_001134.8	615203	615856	-	654	1416	1518	1592	1281
YBR198C	NC_001134.8	616127	618523	-	2397	3503	3669	3665	3153
YBR199W	NC_001134.8	618909	620303	+	1395	7086	6616	5980	6049
YBR200W	NC_001134.8	620872	622527	+	1656	3369	3188	3506	3357
YBR200W-A	NC_001134.8	622983	623147	+	165	624	586	526	583
YBR201W	NC_001134.8	623576	624211	+	636	2340	2274	1804	2340
YBR201C-A	NC_001134.8	624493	624696	-	204	1347	1155	1637	1168
YBR202W	NC_001134.8	625772	628309	+	2538	2400	2646	3247	2832
YBR203W	NC_001134.8	629168	631942	+	2775	4236	4944	4217	4076
YBR204C	NC_001134.8	632254	633381	-	1128	2555	2735	2319	2179
YBR205W	NC_001134.8	633622	634836	+	1215	2813	2931	2693	3051
YBR207W	NC_001134.8	635146	636543	+	1398	10235	9559	9614	8759
YBR208C	NC_001134.8	636703	642210	-	5508	4375	5190	4003	3441
YBR209W	NC_001134.8	642583	642900	+	318	1116	811	867	907
YNCB0017C	NC_001134.8	643007	643078	-	72	15	20	10	19
YNCB0018W	NC_001134.8	645167	645238	+	72	31	37	9	17
YBR210W	NC_001134.8	645550	645978	+	429	1023	1043	961	1750
YBR211C	NC_001134.8	646158	647132	-	975	2164	1676	1823	2157
YBR212W	NC_001134.8	647886	649904	+	2019	13390	13198	16696	11258
YBR213W	NC_001134.8	650368	651192	+	825	661	762	602	609
YBR214W	NC_001134.8	651415	652998	+	1584	13971	14742	16544	10075
YBR215W	NC_001134.8;NC_001134.8	653356;653453	653368;655317	+;+	1878	3368	3709	2832	2435
YBR216C	NC_001134.8	655576	657600	-	2025	2318	2385	2139	2023
YBR217W	NC_001134.8	657832	658392	+	561	1690	1334	1409	1806
YBR218C	NC_001134.8	658707	662249	-	3543	7563	8957	6227	5639
YBR219C	NC_001134.8;NC_001134.8	662499;663003	662581;663303	-;-	384	3	10	12	6
YBR220C	NC_001134.8	662995	664677	-	1683	1611	1636	1359	1495
YBR221C	NC_001134.8	665153	666253	-	1101	14508	14707	19679	17455
YBR221W-A	NC_001134.8	666538	666642	+	105	19	16	20	10
YBR222C	NC_001134.8	666720	668351	-	1632	7514	7780	7673	7767
YBR223C	NC_001134.8	668663	670297	-	1635	1764	2084	1679	1442
YBR225W	NC_001134.8	670627	673329	+	2703	2637	2768	2749	2275
YBR227C	NC_001134.8	673572	675134	-	1563	1961	2233	1793	1961
YBR228W	NC_001134.8	675313	676227	+	915	1408	1465	1082	1152
YBR229C	NC_001134.8	676357	679221	-	2865	3481	3511	3709	3563
YBR230C	NC_001134.8;NC_001134.8	679549;680040	679942;680050	-;-	405	29720	27811	34569	39489
YBR230W-A	NC_001134.8	680362	680562	+	201	2091	2262	1281	1146
YNCB0019C	NC_001134.8	680688	681862	-	1175	11646	11005	7717	8000
YBR231C	NC_001134.8	682179	683090	-	912	2468	2496	2690	2342
YBR233W	NC_001134.8	683428	684669	+	1242	1212	1329	1495	1494
YBR233W-A	NC_001134.8	684977	685261	+	285	2633	2192	2323	4215
YBR234C	NC_001134.8	685438	686592	-	1155	4484	4484	4485	4121
YBR235W	NC_001134.8	686901	690263	+	3363	3837	3902	3925	3362
YBR236C	NC_001134.8	690383	691693	-	1311	2816	2828	2302	2731
YBR237W	NC_001134.8	691969	694518	+	2550	3726	3999	3042	2635
YBR238C	NC_001134.8	695107	697302	-	2196	1115	1181	825	856
YBR239C	NC_001134.8	698354	699943	-	1590	473	633	566	653
YBR240C	NC_001134.8	700490	701842	-	1353	849	874	674	628
YBR241C	NC_001134.8	702589	704055	-	1467	11589	9990	15696	10987
YBR242W	NC_001134.8	704670	705386	+	717	2252	2140	2093	2314
YBR243C	NC_001134.8	705447	706793	-	1347	1794	2053	1525	1740
YBR244W	NC_001134.8	707528	708016	+	489	1288	1162	1139	1609
YBR245C	NC_001134.8	708150	711539	-	3390	3044	3292	2958	2772
YBR246W	NC_001134.8	711591	712754	+	1164	1933	2170	1714	1759
YBR247C	NC_001134.8	713004	714455	-	1452	2864	3039	2388	2339
YBR248C	NC_001134.8	714807	716465	-	1659	2065	2382	1998	2162
YBR249C	NC_001134.8	716882	717994	-	1113	5541	6200	4699	4346
YBR250W	NC_001134.8	719033	720604	+	1572	502	576	360	375
YBR251W	NC_001134.8	721390	722313	+	924	2470	2632	2382	3221
YBR252W	NC_001134.8	722611	723054	+	444	1363	1434	1203	2275
YBR253W	NC_001134.8	723270	723635	+	366	1678	1489	1653	2085
YBR254C	NC_001134.8	723736	724263	-	528	1329	1207	917	1385
YBR255W	NC_001134.8	724456	726540	+	2085	2329	2541	2257	2038
YBR255C-A	NC_001134.8;NC_001134.8	726618;727012	726917;727074	-;-	363	6244	6582	5281	5655
YBR256C	NC_001134.8	727386	728102	-	717	6214	5335	5493	6835
YBR257W	NC_001134.8	728885	729724	+	840	2830	2365	2362	2010
YBR258C	NC_001134.8	729734	730162	-	429	1268	1079	875	1180
YBR259W	NC_001134.8	730387	732453	+	2067	1559	1419	1331	1355
YBR260C	NC_001134.8	732639	734639	-	2001	2612	2808	2425	1953
YBR261C	NC_001134.8	734832	735530	-	699	1329	1561	1166	1564
YBR262C	NC_001134.8	735720	736040	-	321	4456	4680	3716	5331
YBR263W	NC_001134.8	736264	737736	+	1473	7653	8384	8409	7439
YBR264C	NC_001134.8	737770	738369	-	600	1312	1393	1061	1209
YBR265W	NC_001134.8	738582	739544	+	963	4395	4203	5527	4522
YBR267W	NC_001134.8	739841	741022	+	1182	2020	2327	1982	1867
YBR266C	NC_001134.8	739936	740388	-	453	0	0	0	0
YBR268W	NC_001134.8	741299	741616	+	318	2109	2250	1876	3602
YBR269C	NC_001134.8	742160	742576	-	417	6504	6562	6891	5506
YBR270C	NC_001134.8	742761	744398	-	1638	1441	1544	1283	1193
YBR271W	NC_001134.8	744852	746111	+	1260	1425	1527	1120	1132
YBR272C	NC_001134.8	746361	747803	-	1443	2745	2787	2298	2640
YBR273C	NC_001134.8	748061	749371	-	1311	4466	4697	4212	3295
YBR274W	NC_001134.8	749594	751177	+	1584	2443	2647	2003	2110
YBR275C	NC_001134.8	751356	757106	-	5751	2132	2533	2147	2120
YBR276C	NC_001134.8	757620	760043	-	2424	4022	4393	4209	4153
YBR278W	NC_001134.8	760294	760899	+	606	3536	3020	3164	3714
YBR279W	NC_001134.8	761257	762594	+	1338	3061	3295	3331	3646
YBR280C	NC_001134.8	762784	764697	-	1914	6134	5628	7830	4855
YBR281C	NC_001134.8	764970	767606	-	2637	2110	2130	1875	1699
YBR282W	NC_001134.8	768240	768680	+	441	2040	1981	1588	2300
YBR283C	NC_001134.8	768943	770415	-	1473	9121	8944	8568	9842
YBR284W	NC_001134.8	771239	773632	+	2394	2926	3211	1715	1693
YBR285W	NC_001134.8	773922	774356	+	435	2081	2106	1568	1983
YBR286W	NC_001134.8	774700	776313	+	1614	23212	22751	27716	25722
YBR287W	NC_001134.8	776571	777854	+	1284	5940	6073	5124	4724
YBR288C	NC_001134.8	778012	779463	-	1452	1310	1357	1404	2163
YBR289W	NC_001134.8	779667	782384	+	2718	2493	2406	2682	1986
YBR290W	NC_001134.8	782591	783556	+	966	3992	4108	3412	4038
YBR291C	NC_001134.8	783673	784572	-	900	2195	2397	1952	2562
YBR292C	NC_001134.8	784702	785073	-	372	194	201	186	197
YBR293W	NC_001134.8	787006	788430	+	1425	1733	1894	1352	1400
YBR294W	NC_001134.8	789235	791814	+	2580	2272	2870	1841	1687
YBR295W	NC_001134.8	792849	796499	+	3651	8578	8619	8089	6942
YBR296C	NC_001134.8	796798	798522	-	1725	993	1066	2167	1572
YBR296C-A	NC_001134.8	800123	800242	-	120	125	136	143	192
YBR297W	NC_001134.8	800523	801929	+	1407	4039	4906	4183	5305
YBR298C	NC_001134.8	802631	804475	-	1845	17371	26025	7151	9563
YBR298C-A	NC_001134.8	805035	805256	-	222	3	6	5	5
YBR299W	NC_001134.8	805351	807105	+	1755	4790	9077	932	1801
YBR301W	NC_001134.8	809057	809419	+	363	104	115	131	153
YBR302C	NC_001134.8	810340	811479	-	1140	80	98	67	115
YCL075W	NC_001135.5	2126	2566	+	441	0	0	0	0
YCL074W	NC_001135.5	2824	3750	+	927	1	1	1	1
YCL073C	NC_001135.5	6479	8326	-	1848	0	2	1	5
YCL069W	NC_001135.5	9706	11082	+	1377	1	2	0	0
YCL068C	NC_001135.5	11503	12285	-	783	0	0	0	1
YCL067C	NC_001135.5	12386	13018	-	633	0	0	0	0
YCL066W	NC_001135.5	13282	13809	+	528	0	0	0	0
YCL064C	NC_001135.5	15798	16880	-	1083	12366	10983	20619	16971
YCL063W	NC_001135.5	17290	18561	+	1272	1103	1201	919	822
YCL061C	NC_001135.5	18816	22106	-	3291	1247	1484	1630	1932
YCL059C	NC_001135.5	22429	23379	-	951	3294	3576	2813	3500
YCL058C	NC_001135.5	23523	23981	-	459	86	99	140	155
YCL058W-A	NC_001135.5	23584	23925	+	342	0	0	0	0
YCL057C-A	NC_001135.5	24032	24325	-	294	3609	3885	4329	5268
YCL057W	NC_001135.5	24768	26906	+	2139	8327	8411	9993	8349
YCL056C	NC_001135.5	26925	27359	-	435	3259	2741	2529	2795
YCL055W	NC_001135.5	27929	28936	+	1008	5264	4127	4924	4503
YCL054W-A	NC_001135.5	30910	30996	+	87	253	341	448	1739
YCL054W	NC_001135.5	31449	33974	+	2526	3662	3951	3181	4269
YCL052C	NC_001135.5	34143	35393	-	1251	4842	5039	4742	3868
YCL051W	NC_001135.5	35865	37616	+	1752	2668	2773	2864	2462
YCL050C	NC_001135.5	37836	38801	-	966	5904	6613	5152	6138
YCL049C	NC_001135.5	39786	40724	-	939	3440	3547	2889	3145
YCL048W-A	NC_001135.5	41488	41727	+	240	11713	6982	14870	13805
YCL048W	NC_001135.5	42165	43556	+	1392	666	714	503	622
YCL047C	NC_001135.5	43661	44437	-	777	1164	1242	823	1198
YCL045C	NC_001135.5	44623	46905	-	2283	6601	5944	6322	5320
YCL044C	NC_001135.5	47111	48364	-	1254	3092	3568	3001	2428
YCL043C	NC_001135.5	48653	50221	-	1569	33990	40854	28544	26180
YCL042W	NC_001135.5	50584	50943	+	360	84	82	55	63
YCL040W	NC_001135.5	50838	52340	+	1503	39072	47827	23061	19896
YCL039W	NC_001135.5	52645	54882	+	2238	4564	4516	5313	3977
YCL038C	NC_001135.5	54941	56527	-	1587	4553	4651	4327	3337
YCL037C	NC_001135.5	57374	58678	-	1305	177	219	136	180
YCL036W	NC_001135.5	59026	60726	+	1701	893	1016	1259	2233
YCL035C	NC_001135.5	60841	61173	-	333	10980	10550	11338	12020
YCL034W	NC_001135.5	61658	62722	+	1065	4446	4482	3319	3285
YCL033C	NC_001135.5	62776	63282	-	507	5516	4919	4966	5053
YCL032W	NC_001135.5	63441	64481	+	1041	2664	2436	2505	1900
YCL031C	NC_001135.5	64675	65568	-	894	3483	3375	3046	3614
YCL030C	NC_001135.5	65934	68333	-	2400	3604	4806	2779	2948
YCL029C	NC_001135.5	68599	69921	-	1323	1644	1699	1552	1411
YCL028W	NC_001135.5	70150	71367	+	1218	5923	6176	6629	5461
YCL027W	NC_001135.5	71803	73341	+	1539	624	674	563	629
YCL026C-B	NC_001135.5	73405	73986	-	582	689	959	966	1422
YCL026C-A	NC_001135.5	74704	75285	-	582	119	124	90	143
YCL025C	NC_001135.5	76018	77919	-	1902	9061	11503	6103	6864
YCL024W	NC_001135.5	79162	82275	+	3114	1560	1675	2308	2559
YNCC0001C	NC_001135.5	82462	82533	-	72	18	28	11	13
YCL021W-A	NC_001135.5	83620	83997	+	378	213	188	213	242
YCL019W	NC_001135.5	85102	90415	+	5314	511	684	221	142
YCL020W	NC_001135.5	85102	86418	+	1317	0	0	0	0
YNCC0002W	NC_001135.5;NC_001135.5	90859;90929	90896;90972	+;+	82	58	101	11	22
YCL018W	NC_001135.5	91324	92418	+	1095	4694	5173	3525	3371
YCL017C	NC_001135.5	92777	94270	-	1494	8347	8814	7577	6314
YCL016C	NC_001135.5	94621	95763	-	1143	2014	1849	1660	1581
YCL014W	NC_001135.5	96281	101191	+	4911	2078	2436	1791	1458
YCL012C	NC_001135.5;NC_001135.5	101317;101701	101633;101788	-;-	405	5084	4646	4727	4123
YCL011C	NC_001135.5	102075	103358	-	1284	7208	7478	7074	7070
YCL010C	NC_001135.5	103571	104350	-	780	1637	1806	1536	1376
YCL009C	NC_001135.5	104619	105548	-	930	7736	8829	9080	7745
YCL008C	NC_001135.5	105696	106853	-	1158	1506	1521	1635	1437
YCL005W-A	NC_001135.5;NC_001135.5;NC_001135.5	107023;107111;107288	107033;107191;107417	+;+;+	222	4232	4429	3456	5351
YNCC0003C	NC_001135.5	107504	107712	-	209	315	362	296	474
YCL005W	NC_001135.5	108021	108791	+	771	1266	1322	1029	1354
YCL004W	NC_001135.5	109105	110670	+	1566	1226	1320	1263	1093
YCL002C	NC_001135.5;NC_001135.5	110808;111634	111557;111675	-;-	792	2533	2478	1912	2238
YCL001W	NC_001135.5	111916	112482	+	567	3808	3464	3369	3759
YCL001W-A	NC_001135.5	113080	113541	+	462	274	306	180	198
YCL001W-B	NC_001135.5	113770	114024	+	255	473	388	310	382
YCR001W	NC_001135.5	115685	115999	+	315	303	243	159	194
YCR002C	NC_001135.5	117380	118348	-	969	2361	2385	1847	2232
YCR003W	NC_001135.5	118620	119171	+	552	2819	2496	2139	5397
YCR004C	NC_001135.5	119575	120318	-	744	16091	16203	15826	15751
YCR005C	NC_001135.5	120946	122328	-	1383	14154	15860	21042	39029
YCR006C	NC_001135.5	122530	123003	-	474	458	479	413	328
YNCC0004C	NC_001135.5	123577	123648	-	72	208	178	150	132
YCR007C	NC_001135.5	126011	126730	-	720	1868	2600	1600	1776
YNCC0005W	NC_001135.5	127716	127789	+	74	4	4	2	4
YCR008W	NC_001135.5	128470	130281	+	1812	4560	4888	4602	5167
YCR009C	NC_001135.5	130745	131542	-	798	7026	7342	6597	7760
YCR010C	NC_001135.5	132273	133124	-	852	63818	33368	71847	47932
YCR011C	NC_001135.5	133724	136873	-	3150	6715	6398	6273	5433
YCR012W	NC_001135.5	137746	138996	+	1251	161398	183780	113260	83363
YCR014C	NC_001135.5	139185	140933	-	1749	3346	3014	3189	3470
YCR015C	NC_001135.5	141217	142170	-	954	792	726	659	1024
YNCC0006C	NC_001135.5	142364	142546	-	183	672	669	603	1229
YNCC0007C	NC_001135.5	142701	142771	-	71	0	3	0	0
YCR016W	NC_001135.5	143634	144506	+	873	984	1124	806	1502
YCR017C	NC_001135.5	144773	147634	-	2862	7683	7424	6997	7187
YCR018C	NC_001135.5	148238	148903	-	666	7532	8856	2715	3277
YNCC0008W	NC_001135.5	149920	149991	+	72	0	0	0	0
YNCC0009C	NC_001135.5	151284	151356	-	73	0	0	0	0
YCR019W	NC_001135.5	152837	153928	+	1092	1328	1568	1239	1303
YCR020C	NC_001135.5	154012	154659	-	648	843	871	796	820
YCR020C-A	NC_001135.5	154830	155096	-	267	2817	2271	2468	3244
YCR020W-B	NC_001135.5	155320	155556	+	237	1733	1437	1282	2455
YCR021C	NC_001135.5	156109	157107	-	999	100878	121828	52334	62952
YCR022C	NC_001135.5	157421	157765	-	345	22	37	30	55
YCR023C	NC_001135.5	158538	160373	-	1836	2078	2229	2306	2664
YCR024C	NC_001135.5	160744	162222	-	1479	1100	1196	1073	1160
YCR024C-B	NC_001135.5	162599	162865	-	267	4789	4857	4374	4144
YCR024C-A	NC_001135.5	162945	163067	-	123	6063	6312	5395	4768
YCR025C	NC_001135.5	163446	163856	-	411	124	168	179	191
YCR026C	NC_001135.5	164111	166339	-	2229	3486	3294	3570	3404
YCR027C	NC_001135.5	167370	167999	-	630	1182	1155	972	1120
YNCC0010C	NC_001135.5	168301	168372	-	72	4	3	0	1
YCR028C	NC_001135.5	170886	172424	-	1539	2744	2643	2058	1876
YCR028C-A	NC_001135.5;NC_001135.5	172950;173199	173115;173440	-;-	408	7319	7153	8396	10621
YCR030C	NC_001135.5	173826	176438	-	2613	4914	4939	5677	4442
YNCC0011W	NC_001135.5	177183	177282	+	100	60	52	41	49
YCR031C	NC_001135.5;NC_001135.5	177500;178214	177906;178220	-;-	414	13290	15627	16992	25336
YNCC0012C	NC_001135.5	178610	178798	-	189	42	43	35	46
YCR032W	NC_001135.5	179520	186023	+	6504	2144	2285	2038	2208
YCR033W	NC_001135.5	186489	190169	+	3681	3863	4135	4430	3351
YCR034W	NC_001135.5	190592	191635	+	1044	2151	2338	2437	4149
YCR035C	NC_001135.5	191834	193018	-	1185	2216	2404	2093	2335
YCR036W	NC_001135.5	193297	194298	+	1002	6095	5503	4849	5495
YCR037C	NC_001135.5	194414	197185	-	2772	4179	4227	3988	3474
YCR038C	NC_001135.5	197621	199549	-	1929	1004	1124	901	1029
YCR039C	NC_001135.5	199546	200178	-	633	84	66	67	73
YCR040W	NC_001135.5	200442	200969	+	528	0	0	0	0
YCR041W	NC_001135.5	200911	201243	+	333	59	66	50	63
YCR042C	NC_001135.5	201174	205397	-	4224	2870	3188	2802	2992
YNCC0015W	NC_001135.5	205766	205942	+	177	84	75	83	104
YCR043C	NC_001135.5	206261	206644	-	384	763	917	741	1701
YCR044C	NC_001135.5	206877	207950	-	1074	1944	1932	1689	2318
YCR045C	NC_001135.5	208135	209610	-	1476	763	1001	788	928
YCR046C	NC_001135.5	209914	210423	-	510	2983	3483	2684	3352
YCR047C	NC_001135.5	210718	211545	-	828	3592	3681	2825	2632
YCR048W	NC_001135.5	211929	213761	+	1833	2081	2211	1552	1137
YCR050C	NC_001135.5	213464	213772	-	309	50	55	39	37
YCR051W	NC_001135.5	214071	214739	+	669	5552	6004	4974	4517
YCR052W	NC_001135.5	214994	216445	+	1452	2282	2347	2441	2453
YCR053W	NC_001135.5	216697	218241	+	1545	4284	4657	4431	3931
YCR054C	NC_001135.5	218376	220067	-	1692	1394	1249	1073	1142
YCR057C	NC_001135.5	220457	223228	-	2772	2405	2527	2206	2474
YCR059C	NC_001135.5	223454	224230	-	777	2219	2602	2010	2193
YCR060W	NC_001135.5	224399	224734	+	336	2318	2221	2157	2499
YCR061W	NC_001135.5	225563	227458	+	1896	2080	2206	2432	2446
YNCC0013W	NC_001135.5;NC_001135.5	227942;227998	227978;228042	+;+	82	4	2	1	3
YCR063W	NC_001135.5	228318	228791	+	474	256	340	228	245
YCR065W	NC_001135.5	229310	231004	+	1695	954	1023	1484	1237
YCR066W	NC_001135.5	231500	232963	+	1464	1366	1421	1273	1276
YCR067C	NC_001135.5	233125	236322	-	3198	3105	3200	3006	2397
YCR068W	NC_001135.5	237214	238776	+	1563	4760	4649	4152	2817
YCR069W	NC_001135.5	239055	240011	+	957	8537	7856	8077	6047
YCR071C	NC_001135.5	240103	240543	-	441	2050	2244	1919	2873
YCR072C	NC_001135.5	240805	242352	-	1548	1240	1326	1003	1276
YCR073C	NC_001135.5	242588	246583	-	3996	1621	1840	1653	1486
YCR073W-A	NC_001135.5	246963	247910	+	948	5127	5468	4433	3812
YCR075C	NC_001135.5	248033	248815	-	783	1381	1257	1294	1410
YCR075W-A	NC_001135.5	248975	249202	+	228	1315	1197	1029	1456
YCR076C	NC_001135.5	249293	250045	-	753	7002	6051	5767	5432
YCR077C	NC_001135.5	250238	252628	-	2391	5308	5297	5702	4582
YCR079W	NC_001135.5	252845	254173	+	1329	4049	3926	3554	2804
YCR081W	NC_001135.5	254371	258654	+	4284	1407	1556	1515	1156
YCR082W	NC_001135.5	258883	259269	+	387	13362	10699	12994	12764
YCR083W	NC_001135.5	259578	259961	+	384	8761	7276	8086	7726
YCR084C	NC_001135.5	260311	262452	-	2142	6132	6499	6811	5105
YCR085W	NC_001135.5	262916	263269	+	354	155	161	112	86
YCR086W	NC_001135.5	263392	263964	+	573	1596	1674	1534	1284
YCR087C-A	NC_001135.5	264006	264467	-	462	934	1012	864	1341
YCR088W	NC_001135.5	265068	266846	+	1779	2834	3012	3290	2934
YCR089W	NC_001135.5	267434	272263	+	4830	1913	2090	1703	1142
YCR090C	NC_001135.5	272315	272863	-	549	3060	2772	2452	3313
YCR091W	NC_001135.5	274404	276566	+	2163	2627	2790	3036	2293
YCR092C	NC_001135.5	276764	279820	-	3057	1213	1307	1169	1376
YCR093W	NC_001135.5	280117	286443	+	6327	4590	5088	5459	4054
YCR094W	NC_001135.5	286762	287937	+	1176	2630	2656	2251	2728
YCR095C	NC_001135.5	288170	289258	-	1089	2903	2531	2403	2860
YCR095W-A	NC_001135.5	289639	289797	+	159	245	285	225	183
YCR096C	NC_001135.5	293179	293538	-	360	2	3	3	2
YCR097W	NC_001135.5;NC_001135.5;NC_001135.5	293835;293994;294292	293939;294239;294321	+;+;+	381	6737	5717	5045	5865
